what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335695909729
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695911259
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695911824
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695912288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695923232
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335695925246
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335695926885
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335695943868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695953582
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695953815
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695955101
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695957573
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335695959834
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695961443
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1335695961955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1335695962210
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1335695962514
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335695964254
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335695965220
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695966455
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695966644
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695966787
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695966978
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695967102
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695967282
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335695967500
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335695967997
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695970061
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695972623
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695976037
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695988477
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335695989349
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335695989772
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335695992715
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335695996500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335695999936
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696000409
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335696003760
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335696006753
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696010637
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696017048
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696019709
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696022140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696022265
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696022309
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696023738
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696033799
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696045353
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696048029
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335696051504
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696056907
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696064307
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696065557
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696066605
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696069575
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696083804
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335696086008
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335696088837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696093220
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696101412
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696103894
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696105002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696113422
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696113468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696118554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696125101
activated,view,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms.views.LogCatView",1335696127289
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335696127845
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696128155
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696144295
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335696146490
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335696147406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696149729
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335696150844
