what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335609470624
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335609478930
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335609483279
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335609486333
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335609489757
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335609490318
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335609509787
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335609510654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609514496
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609516406
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1335609517964
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335609522275
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335609528603
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335609533292
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609535410
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609537925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1335609538079
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609538560
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609541268
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609541931
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609544130
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609544225
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609546056
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335609546212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609550280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609552269
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609554205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609584068
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335609585133
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335612654650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335612656871
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658734609
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335658737505
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.layout.LayoutEditor",1335658739752
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658764657
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658798869
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658799130
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658800217
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658800931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658803894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658814695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658825470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335658825977
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658827454
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658860283
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335658865824
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658869533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335658875351
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658879699
executed,command,org.eclipse.wst.sse.ui,1.3.1.v201108191312,"org.eclipse.wst.sse.ui.format.document",1335658885236
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658886124
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658886659
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658891193
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658894165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658895432
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658897073
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335658907121
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335658908889
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658911377
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335658915470
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658918673
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335658919387
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658920240
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658937492
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658939091
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335658945382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658946622
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1335658948681
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1335658950925
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658957116
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658967981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335658981173
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335658982533
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335658983860
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335658996051
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335659021410
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335659021723
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335659032202
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335659034797
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335659035320
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335659037518
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335659037987
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659057541
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordNext",1335659058650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1335659069123
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1335659071019
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659075082
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659075273
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659075433
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659075609
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659075817
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.wordPrevious",1335659076017
