what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1335694402947
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1335694403179
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.wordNext",1335694403331
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694405396
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335694407709
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1335694409586
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694410061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694413460
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335694414309
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1335694416298
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1335694417264
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694419218
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694422559
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694423176
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1335694423234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694423809
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.delete.line",1335694424406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694424885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694432423
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694474688
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694477392
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694482247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694484075
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694485155
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694486322
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694489741
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694493973
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694500004
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694506124
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694508100
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1335694512204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694512752
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694526295
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1335694527781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694530340
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1335694560002
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694560096
activated,editor,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1335694560306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694562170
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1335694614524
